0,1,2
0.4462569739228226,0.725472628179425,1.050538335371769
0.3805978135503033,0.6187316102838835,0.8959694007211613
0.355997933966007,0.5787399903478703,0.8380585599747218
0.3513562658786422,0.5711941068250296,0.8271315592760352
0.35791979230598303,0.5818643238650247,0.842582827334738
0.37371286362760303,0.6075388603501448,0.8797614661597566
0.4653960575649553,0.7565867219015889,1.0955938577386293
0.6345995917116717,1.0316581264683524,1.4939177148180076
0.6614923672933455,1.0753772697430772,1.5572262866589162
0.6210869804886712,1.0096908964857196,1.462107531604623
0.6143906642763786,0.9988048052747559,1.4463436616869254
0.6037639664289904,0.9815291572362638,1.421327238147458
0.5736583190060579,0.9325869010134278,1.350455210196928
0.5487263781930047,0.8920554545953219,1.2917626605453427
0.5390931285678634,0.876394839004206,1.2690849241360806
0.5499754655659821,0.8940860754085571,1.2947031505459936
0.6311094445362238,1.025984251566529,1.4857015218660727
0.7287765640976609,1.184760082657975,1.7156207370274537
0.7935433090695145,1.2900503155036884,1.8680888269982934
0.8101660208910284,1.31707358491417,1.9072205314349326
0.8013347974637846,1.3027168101315074,1.8864308535123704
0.7694606028666173,1.2508994558339621,1.8113954696637475
0.6833934688238941,1.1109815305520956,1.6087839050025778
0.5621141501556003,0.9138197354440748,1.3232789583149638
0.4375890410958904,0.3918904109589041,0.1705205479452055
