9.0
18.0
27.0
6.0
16.0
26.0
37.0
47.0
56.0
65.0
74.0
83.0
92.0
100.0
109.0
118.0
127.0
135.0
144.0
153.0
162.0
171.0
179.0
188.0
197.0
206.0
214.0
223.0
232.0
241.0
250.0
258.0
